addr	timept	g	range
132	0.01	1.50341796875e-05	11
132	100000.0	1.5281372070312502e-05	11
132	0.0	1.4999389648437495e-05	11
132	1.0	1.4579467773437493e-05	11
133	100000.0	2.6441650390625006e-05	21
133	0.1	2.3762207031249986e-05	21
133	1.0	2.3001708984374995e-05	21
133	0.0	2.7093505859374994e-05	21
133	0.01	2.4998779296875e-05	21
134	1.0	7.286682128906249e-06	6
134	0.1	7.363281249999997e-06	6
134	0.01	6.6690063476562475e-06	6
134	4.0	7.4179077148437486e-06	6
134	0.0	8.323364257812498e-06	6
134	100000.0	9.161987304687503e-06	6
135	0.01	3.674072265624998e-05	28
135	0.0	3.605468749999999e-05	28
135	0.1	3.59912109375e-05	28
135	100000.0	3.3333740234375e-05	28
135	1.0	3.380126953124999e-05	28
136	100000.0	1.0706787109374996e-05	12
136	1.0	1.9343261718749995e-05	12
136	0.1	1.7279052734374994e-05	12
136	0.0	1.5e-05	12
136	0.01	1.5109863281249993e-05	12
137	0.1	3.197753906249999e-05	25
137	0.0	3.1591796875e-05	25
137	1.0	3.0490722656249987e-05	25
137	0.01	3.1613769531249985e-05	25
137	4.0	3.0443115234374987e-05	25
137	100000.0	2.9565429687500013e-05	25
138	0.0	2.2775268554687496e-06	1
138	0.1	2.277069091796875e-06	1
138	1.0	3.962402343749999e-06	1
138	0.01	2.2709655761718744e-06	1
138	4.0	4.356689453124998e-06	1
138	100000.0	2.8509521484375e-06	1
139	100000.0	1.20758056640625e-05	10
139	4.0	1.48846435546875e-05	10
139	0.1	1.2850341796875e-05	10
139	0.01	1.28363037109375e-05	10
139	0.0	1.3094482421875e-05	10
139	1.0	1.4525146484374995e-05	10
140	4.0	1.1840209960937495e-05	6
140	100000.0	1.9009399414062508e-06	6
140	0.1	6.232604980468747e-06	6
140	0.01	6.478881835937501e-06	6
140	0.0	8.327331542968747e-06	6
140	1.0	6.431884765625e-06	6
141	1.0	3.78662109375e-05	30
141	4.0	3.800537109374999e-05	30
141	0.1	3.7792968749999985e-05	30
141	0.0	3.8315429687499986e-05	30
141	0.01	3.78125e-05	30
141	100000.0	4.1474609375000014e-05	30
142	4.0	3.887939453125e-06	2
142	100000.0	1.2764282226562504e-05	2
142	0.1	4.238586425781249e-06	2
142	1.0	4.0359497070312485e-06	2
142	0.01	2.877807617187501e-06	2
142	0.0	2.82073974609375e-06	2
143	0.0	2.146484375e-05	17
143	0.01	2.2584228515625e-05	17
143	100000.0	3.3059082031250014e-05	17
143	0.1	2.152099609374999e-05	17
143	1.0	3.3269042968749994e-05	17
144	0.01	1.1198730468749992e-05	9
144	0.0	1.139404296875e-05	9
144	4.0	1.2103271484375e-05	9
144	100000.0	7.241210937500003e-06	9
144	1.0	6.4404296874999985e-06	9
144	0.1	1.1110229492187496e-05	9
145	0.01	3.2692871093749994e-05	25
145	0.0	3.164306640625e-05	25
145	100000.0	3.1488037109375e-05	25
145	4.0	3.35888671875e-05	25
145	1.0	3.2822265624999994e-05	25
145	0.1	3.282958984374999e-05	25
146	1.0	2.722412109375e-05	22
146	0.1	2.6997070312499993e-05	22
146	0.01	2.8319091796874987e-05	22
146	100000.0	2.3453369140625e-05	22
146	0.0	2.8599853515625e-05	22
146	4.0	2.5346679687499992e-05	22
147	0.0	2.2598876953124992e-05	18
147	1.0	2.1864013671875e-05	18
147	100000.0	1.9312744140625e-05	18
147	0.1	2.1782226562499995e-05	18
147	4.0	2.2617187499999993e-05	18
147	0.01	2.2171630859374995e-05	18
148	100000.0	2.3352050781250007e-05	18
148	0.1	2.3262939453124992e-05	18
148	4.0	2.257812499999999e-05	18
148	0.01	2.270751953125e-05	18
148	1.0	2.37060546875e-05	18
148	0.0	2.2868652343749994e-05	18
149	0.0	3.763427734375e-05	30
149	0.01	3.675537109375e-05	30
149	100000.0	3.750000000000001e-05	30
149	0.1	3.822509765624998e-05	30
149	1.0	3.727783203125e-05	30
150	1.0	4.908142089843752e-06	3
150	0.01	5.7781982421874986e-06	3
150	0.0	4.5001220703124985e-06	3
150	0.1	6.135253906249998e-06	3
150	4.0	4.9807739257812515e-06	3
150	100000.0	3.076477050781251e-06	3
151	0.1	3.3439941406249995e-05	26
151	1.0	3.3020019531249995e-05	26
151	100000.0	3.495483398437501e-05	26
151	0.0	3.356323242187498e-05	26
151	0.01	3.3789062499999985e-05	26
152	1.0	1.4898071289062497e-05	10
152	100000.0	1.04425048828125e-05	10
152	0.0	1.3151245117187495e-05	10
152	0.1	1.2500610351562496e-05	10
152	0.01	1.3341064453124995e-05	10
154	100000.0	7.94921875e-06	10
154	0.0	1.2902832031249995e-05	10
154	1.0	7.324523925781247e-06	10
154	0.01	1.1251220703125e-05	10
154	4.0	8.4814453125e-06	10
154	0.1	8.002929687499997e-06	10
155	0.0	3.1337890625e-05	25
155	0.1	3.196899414062499e-05	25
155	1.0	3.140869140625e-05	25
155	100000.0	3.1314697265625e-05	25
155	0.01	3.16162109375e-05	25
156	1.0	2.0443115234374994e-05	17
156	0.0	2.1256103515624994e-05	17
156	100000.0	2.277343750000001e-05	17
156	0.01	2.0832519531249994e-05	17
156	0.1	2.035400390625e-05	17
156	4.0	2.0516357421874993e-05	17
157	4.0	2.516967773437499e-05	19
157	0.0	2.3931884765625e-05	19
157	0.01	2.397216796875e-05	19
157	1.0	2.4603271484375e-05	19
157	100000.0	2.4559326171875008e-05	19
157	0.1	2.3728027343750006e-05	19
158	0.1	1.56085205078125e-05	12
158	100000.0	1.3499755859375e-05	12
158	4.0	1.5848388671874993e-05	12
158	1.0	1.5186767578124994e-05	12
158	0.01	1.49969482421875e-05	12
158	0.0	1.5289306640625e-05	12
159	0.01	9.208984374999997e-06	7
159	0.0	9.282226562499996e-06	7
159	0.1	9.170532226562496e-06	7
159	100000.0	9.420166015625e-06	7
159	1.0	9.185791015624996e-06	7
160	100000.0	9.946289062500003e-06	8
160	1.0	9.796142578124997e-06	8
160	0.01	9.8980712890625e-06	8
160	0.1	1.0186767578124996e-05	8
160	0.0	1.1038818359375e-05	8
161	0.01	6.9079589843749985e-06	5
161	0.0	6.947326660156247e-06	5
161	1.0	1.8715820312499995e-05	5
161	0.1	1.5411376953124993e-05	5
161	4.0	1.9490966796875e-05	5
161	100000.0	6.675415039062499e-06	5
162	0.0	4.6112060546875e-06	3
162	1.0	4.683837890624999e-06	3
162	0.01	4.615783691406248e-06	3
162	0.1	4.168090820312502e-06	3
162	100000.0	7.65380859375e-06	3
162	4.0	5.171508789062498e-06	3
163	100000.0	1.5075683593750003e-05	21
163	0.1	2.4921875e-05	21
163	0.0	2.7491455078125e-05	21
163	0.01	2.6513671875e-05	21
163	1.0	2.195556640625e-05	21
164	0.01	1.4408874511718754e-06	1
164	100000.0	1.610412597656249e-06	1
164	1.0	1.3218688964843748e-06	1
164	0.1	1.3407135009765623e-06	1
164	4.0	1.3274383544921871e-06	1
164	0.0	1.426239013671875e-06	1
165	0.01	1.79541015625e-05	14
165	0.1	1.9322509765625e-05	14
165	100000.0	1.4108886718750004e-05	14
165	0.0	1.81201171875e-05	14
165	1.0	1.9952392578125e-05	14
166	0.1	3.4012451171875e-05	27
166	0.0	3.4753417968749994e-05	27
166	100000.0	3.129272460937501e-05	27
166	1.0	3.168090820312499e-05	27
166	0.01	3.314208984375e-05	27
167	1.0	2.328979492187499e-05	17
167	0.0	2.2005615234374995e-05	17
167	4.0	2.1922607421875e-05	17
167	100000.0	1.9910888671875e-05	17
167	0.1	2.12646484375e-05	17
167	0.01	2.141601562499999e-05	17
168	0.0	2.2158203124999995e-05	17
168	0.1	2.2015380859375e-05	17
168	0.01	2.2218017578124994e-05	17
168	100000.0	2.1107177734375e-05	17
168	1.0	2.319580078125e-05	17
169	0.0	1.9288330078125e-05	15
169	1.0	1.8465576171875e-05	15
169	0.01	1.9190673828125e-05	15
169	100000.0	1.50347900390625e-05	15
169	0.1	1.8720703125e-05	15
170	1.0	3.391357421875e-05	26
170	0.1	3.37451171875e-05	26
170	0.0	3.337402343749999e-05	26
170	100000.0	3.0316162109375005e-05	26
170	0.01	3.4035644531249995e-05	26
171	0.0	2.3223876953124994e-05	18
171	4.0	2.333374023437499e-05	18
171	1.0	2.3876953125e-05	18
171	100000.0	2.51123046875e-05	18
171	0.01	2.3471679687499994e-05	18
171	0.1	2.3751220703125e-05	18
172	1.0	2.0758056640624994e-05	17
172	0.0	2.2071533203125e-05	17
172	0.01	2.1956787109375e-05	17
172	100000.0	1.8338623046875e-05	17
172	0.1	2.0496826171874994e-05	17
173	0.1	1.5643310546875e-05	16
173	1.0	1.1255493164062498e-05	16
173	0.01	1.9614257812499995e-05	16
173	0.0	2.00634765625e-05	16
173	100000.0	1.3209228515625003e-05	16
174	1.0	1.3173217773437496e-05	13
174	100000.0	1.59832763671875e-05	13
174	4.0	1.38031005859375e-05	13
174	0.1	1.5330810546874994e-05	13
174	0.0	1.7149658203124994e-05	13
174	0.01	1.6991577148437495e-05	13
175	4.0	3.58154296875e-05	29
175	1.0	3.595458984375e-05	29
175	0.0	3.742919921875e-05	29
175	0.1	3.768310546875e-05	29
175	0.01	3.538818359375e-05	29
175	100000.0	2.9124755859375e-05	29
176	0.01	2.640502929687499e-05	20
176	0.1	2.6915283203125e-05	20
176	0.0	2.612792968749999e-05	20
176	1.0	2.6434326171874992e-05	20
176	100000.0	2.5867919921875e-05	20
177	1.0	1.5444335937499992e-05	8
177	0.01	9.935302734375e-06	8
177	100000.0	1.16314697265625e-05	8
177	0.1	1.5363769531249993e-05	8
177	0.0	1.0166015624999997e-05	8
178	100000.0	2.1250000000000005e-05	8
178	4.0	1.2287597656249995e-05	8
178	0.0	1.0275878906249997e-05	8
178	0.01	1.11016845703125e-05	8
178	0.1	1.0325317382812498e-05	8
178	1.0	1.1304321289062496e-05	8
179	0.01	2.462280273437499e-05	19
179	100000.0	2.21826171875e-05	19
179	4.0	2.358276367187499e-05	19
179	0.0	2.4354248046875e-05	19
179	1.0	2.365356445312499e-05	19
179	0.1	2.4318847656249994e-05	19
180	1.0	1.8701171875e-05	14
180	0.01	1.6455688476562494e-05	14
180	0.1	1.8551635742187493e-05	14
180	4.0	1.5505371093750006e-05	14
180	100000.0	1.611328125e-05	14
180	0.0	1.7661743164062494e-05	14
181	0.1	2.2852783203125005e-05	18
181	0.01	2.3536376953124994e-05	18
181	100000.0	2.9049072265625005e-05	18
181	0.0	2.2911376953125e-05	18
181	1.0	2.5187988281249993e-05	18
182	0.1	2.1082763671875e-05	16
182	0.0	2.0578613281249994e-05	16
182	0.01	2.1112060546874992e-05	16
182	1.0	2.364746093749999e-05	16
182	100000.0	1.9215087890625e-05	16
183	0.0	2.387451171875e-05	19
183	0.01	2.3520507812499992e-05	19
183	100000.0	2.7272949218750008e-05	19
183	1.0	2.3204345703125e-05	19
183	0.1	2.263793945312499e-05	19
184	0.0	1.7218017578124995e-06	1
184	1.0	2.0559692382812496e-06	1
184	0.1	1.7845153808593746e-06	1
184	4.0	1.9918823242187494e-06	1
184	0.01	1.72576904296875e-06	1
184	100000.0	3.8912963867187495e-06	1
185	0.1	2.0703125000000003e-06	1
185	4.0	2.3291015624999995e-06	1
185	100000.0	1.553955078125001e-06	1
185	0.01	2.3719787597656242e-06	1
185	0.0	2.398986816406249e-06	1
185	1.0	2.4215698242187497e-06	1
186	0.0	1.8999023437499993e-05	15
186	0.1	2.2669677734374995e-05	15
186	0.01	1.9661865234374996e-05	15
186	1.0	2.3425292968749995e-05	15
186	100000.0	2.6009521484375e-05	15
187	0.1	3.571533203124999e-05	29
187	0.01	3.703857421874998e-05	29
187	100000.0	3.5390625e-05	29
187	1.0	3.718261718749999e-05	29
187	0.0	3.709716796875e-05	29
188	100000.0	2.7629394531250005e-05	21
188	1.0	2.763916015625e-05	21
188	4.0	2.7786865234375e-05	21
188	0.1	2.7716064453125e-05	21
188	0.01	2.723999023437499e-05	21
188	0.0	2.721069335937499e-05	21
189	0.1	1.7177734375e-05	12
189	100000.0	6.4074707031249985e-06	12
189	0.0	1.5545043945312495e-05	12
189	1.0	1.1357421875e-05	12
189	0.01	1.536376953125e-05	12
190	1.0	5.852966308593749e-06	3
190	0.0	4.659118652343748e-06	3
190	100000.0	4.778137207031249e-06	3
190	0.01	4.6771240234374985e-06	3
190	0.1	4.5468139648437495e-06	3
190	4.0	1.5656127929687498e-05	3
191	0.1	3.908935546875e-05	30
191	0.01	3.983154296875e-05	30
191	100000.0	3.42626953125e-05	30
191	1.0	3.7792968749999985e-05	30
191	4.0	3.868408203125e-05	30
191	0.0	3.812988281249998e-05	30
192	100000.0	1.8132324218750007e-05	17
192	0.01	2.2734374999999992e-05	17
192	0.0	2.160400390625e-05	17
192	1.0	2.2391357421874988e-05	17
192	0.1	2.332763671875e-05	17
193	0.0	1.7929687499999995e-05	14
193	100000.0	1.5882568359375e-05	14
193	0.01	1.7958984375e-05	14
193	1.0	1.8375244140624993e-05	14
193	0.1	1.8856201171875e-05	14
194	0.01	1.6971435546874995e-05	14
194	1.0	1.782836914062499e-05	14
194	100000.0	7.518920898437503e-06	14
194	0.0	1.826416015625e-05	14
194	0.1	1.9720458984374993e-05	14
195	0.1	5.26092529296875e-06	3
195	0.01	5.791015624999999e-06	3
195	0.0	4.462585449218748e-06	3
195	1.0	7.716064453124997e-06	3
195	100000.0	1.4034423828125004e-05	3
195	4.0	6.922607421874997e-06	3
196	4.0	3.8987731933593735e-06	4
196	0.0	5.647888183593749e-06	4
196	1.0	3.090209960937498e-06	4
196	0.01	3.5366821289062485e-06	4
196	0.1	3.7835693359374985e-06	4
196	100000.0	4.3850708007812495e-06	4
197	100000.0	2.646118164062501e-05	26
197	0.1	3.1655273437499986e-05	26
197	0.0	3.2500000000000004e-05	26
197	1.0	3.154418945312499e-05	26
197	0.01	3.2254638671875e-05	26
198	0.1	2.360351562499999e-05	19
198	1.0	2.5091552734374995e-05	19
198	0.0	2.4415283203125e-05	19
198	0.01	2.409057617187499e-05	19
198	100000.0	2.255859375e-05	19
199	0.0	3.49658203125e-05	27
199	0.1	3.4326171874999994e-05	27
199	0.01	3.6033935546875e-05	27
199	1.0	3.523193359375e-05	27
199	100000.0	3.4464111328125e-05	27
200	1.0	2.112548828125e-05	18
200	0.01	2.2115478515625e-05	18
200	0.1	2.2034912109375e-05	18
200	100000.0	1.4915771484375e-05	18
200	0.0	2.3443603515624993e-05	18
201	0.01	2.5595703125e-05	21
201	0.0	2.669921874999999e-05	21
201	1.0	2.8931884765624986e-05	21
201	0.1	2.5347900390624993e-05	21
201	100000.0	2.2901611328125007e-05	21
202	1.0	2.1132659912109368e-06	0
202	100000.0	1.2705993652343747e-06	0
202	4.0	1.950302124023437e-06	0
202	0.0	7.93838500976562e-07	0
202	0.1	1.3542175292968747e-06	0
202	0.01	6.759643554687504e-07	0
203	100000.0	2.114868164062501e-05	24
203	0.1	2.9311523437500007e-05	24
203	0.0	3.017089843749999e-05	24
203	1.0	2.89306640625e-05	24
203	0.01	3.0275878906249995e-05	24
204	4.0	3.1966552734374985e-05	25
204	0.1	3.0614013671874995e-05	25
204	1.0	3.431640625e-05	25
204	100000.0	2.494384765625e-05	25
204	0.0	3.1336669921874986e-05	25
204	0.01	3.0999755859374994e-05	25
205	0.1	8.0120849609375e-06	7
205	1.0	8.001098632812497e-06	7
205	0.01	9.3695068359375e-06	7
205	0.0	9.384765624999997e-06	7
205	100000.0	7.485351562500002e-06	7
206	1.0	2.1390380859375e-05	15
206	0.1	1.95654296875e-05	15
206	100000.0	2.096923828125e-05	15
206	0.01	2.104248046875e-05	15
206	0.0	1.941650390625e-05	15
207	0.1	2.1457519531249992e-05	16
207	100000.0	2.0930175781250007e-05	16
207	0.0	2.11865234375e-05	16
207	1.0	1.8013916015624994e-05	16
207	0.01	2.128662109375e-05	16
208	0.01	3.892822265624999e-06	3
208	0.0	3.8934326171874974e-06	3
208	4.0	3.1605529785156243e-06	3
208	1.0	3.1747436523437487e-06	3
208	0.1	3.0906677246093743e-06	3
208	100000.0	6.455078125000001e-06	3
209	1.0	1.9732666015625e-05	16
209	100000.0	2.1119384765625006e-05	16
209	0.1	2.1026611328125e-05	16
209	0.0	2.0871582031249992e-05	16
209	0.01	2.0709228515624993e-05	16
210	1.0	1.83203125e-05	14
210	100000.0	1.75946044921875e-05	14
210	0.01	1.8475341796875e-05	14
210	0.1	1.8615722656249993e-05	14
210	0.0	1.8294677734375e-05	14
211	0.0	3.459350585937499e-05	27
211	0.01	3.4356689453125e-05	27
211	100000.0	3.4537353515625e-05	27
211	0.1	3.4197998046874994e-05	27
211	1.0	3.3603515625e-05	27
212	0.1	9.005126953124999e-06	7
212	1.0	8.2891845703125e-06	7
212	100000.0	7.413330078125002e-06	7
212	0.0	9.156494140624997e-06	7
212	0.01	8.792114257812499e-06	7
213	0.1	3.0762939453124995e-05	24
213	0.0	3.083251953124999e-05	24
213	1.0	3.1315917968749985e-05	24
213	100000.0	3.0499267578125e-05	24
213	0.01	3.091918945312499e-05	24
214	100000.0	3.0072021484375e-05	25
214	0.01	3.14697265625e-05	25
214	0.1	3.2155761718749985e-05	25
214	1.0	3.2230224609374985e-05	25
214	0.0	3.1405029296874986e-05	25
215	0.01	1.2693481445312498e-05	10
215	100000.0	4.743041992187498e-06	10
215	1.0	1.74090576171875e-05	10
215	0.0	1.2635498046874996e-05	10
215	0.1	1.3098144531249996e-05	10
216	1.0	3.5327148437499985e-05	28
216	0.0	3.623046874999999e-05	28
216	0.01	3.64501953125e-05	28
216	0.1	3.5441894531249985e-05	28
216	100000.0	3.4357910156250005e-05	28
217	0.1	1.9953613281249993e-05	14
217	100000.0	1.7377929687500002e-05	14
217	0.01	1.7658691406249998e-05	14
217	0.0	1.76422119140625e-05	14
217	1.0	2.007080078125e-05	14
218	4.0	3.287231445312499e-05	27
218	0.0	3.4128417968749986e-05	27
218	100000.0	2.9278564453125e-05	27
218	0.1	3.236328125e-05	27
218	1.0	3.302246093749999e-05	27
218	0.01	3.4279785156249995e-05	27
219	0.1	1.162109375e-05	9
219	0.0	1.24066162109375e-05	9
219	1.0	7.138671875000003e-06	9
219	0.01	1.3105468749999996e-05	9
219	100000.0	4.758300781249998e-06	9
220	0.0	7.759399414062496e-06	6
220	4.0	5.534667968749998e-06	6
220	100000.0	7.153320312500003e-06	6
220	1.0	5.493164062499997e-06	6
220	0.1	5.791015624999999e-06	6
220	0.01	7.812805175781247e-06	6
221	0.1	3.980224609375e-05	30
221	100000.0	3.611328125e-05	30
221	0.0	3.83935546875e-05	30
221	0.01	3.82177734375e-05	30
221	1.0	3.910644531249999e-05	30
222	4.0	1.0494384765625e-05	0
222	0.1	9.522094726562497e-06	0
222	1.0	1.0407104492187496e-05	0
222	0.0	7.862854003906252e-07	0
222	0.01	7.687377929687498e-07	0
222	100000.0	2.817687988281252e-06	0
223	0.0	6.0577392578125e-06	4
223	0.1	6.1032104492187475e-06	4
223	100000.0	4.28314208984375e-06	4
223	1.0	6.0498046874999974e-06	4
223	4.0	5.2496337890624985e-06	4
223	0.01	6.018981933593748e-06	4
224	0.01	2.1520996093749987e-06	2
224	4.0	4.4464111328125e-06	2
224	0.1	2.054748535156249e-06	2
224	100000.0	5.601196289062504e-06	2
224	0.0	2.714538574218749e-06	2
224	1.0	5.851440429687498e-06	2
225	0.1	2.8441162109375e-05	22
225	0.01	2.831787109375e-05	22
225	0.0	2.84130859375e-05	22
225	100000.0	2.8270263671875e-05	22
225	1.0	2.86669921875e-05	22
227	100000.0	2.173919677734375e-06	0
227	0.0	9.133911132812496e-07	0
227	4.0	1.6288757324218754e-06	0
227	1.0	1.9418334960937493e-06	0
227	0.1	3.5124206542968734e-06	0
227	0.01	9.4390869140625e-07	0
228	4.0	9.414672851562494e-07	0
228	100000.0	1.3749694824218754e-06	0
228	0.1	5.039978027343748e-07	0
228	0.01	5.063247680664062e-07	0
228	0.0	4.851531982421876e-07	0
228	1.0	1.1302185058593752e-06	0
229	1.0	1.27227783203125e-06	2
229	0.01	2.5329589843749997e-06	2
229	4.0	1.3549804687499996e-06	2
229	0.1	1.2600708007812498e-06	2
229	0.0	2.545166015625e-06	2
229	100000.0	2.7108764648437493e-06	2
230	0.1	1.880004882812499e-05	15
230	0.01	1.8909912109375e-05	15
230	1.0	2.1436767578124995e-05	15
230	100000.0	1.6135253906250002e-05	15
230	0.0	1.9188232421874993e-05	15
231	1.0	3.3662109374999994e-05	27
231	100000.0	3.4025878906250005e-05	27
231	0.1	3.3858642578124994e-05	27
231	0.0	3.4073486328124985e-05	27
231	0.01	3.4163818359374994e-05	27
232	100000.0	3.62451171875e-05	28
232	1.0	3.630615234374999e-05	28
232	0.01	3.5455322265624985e-05	28
232	0.0	3.5626220703124986e-05	28
232	0.1	3.567626953124999e-05	28
233	0.01	8.742370605468747e-06	6
233	0.1	8.520507812499997e-06	6
233	100000.0	5.321044921874999e-06	6
233	0.0	8.693237304687497e-06	6
233	1.0	8.320922851562499e-06	6
234	100000.0	1.3838500976562506e-05	12
234	4.0	1.6719360351562494e-05	12
234	1.0	1.5147094726562497e-05	12
234	0.01	1.5852661132812498e-05	12
234	0.1	1.6015624999999995e-05	12
234	0.0	1.5823974609375e-05	12
235	0.1	4.7747802734375e-06	3
235	0.0	4.755554199218748e-06	3
235	1.0	2.2987365722656242e-06	3
235	4.0	2.421417236328124e-06	3
235	0.01	4.838562011718748e-06	3
235	100000.0	8.084106445312498e-07	3
236	100000.0	3.429077148437501e-05	31
236	0.01	3.97509765625e-05	31
236	0.1	3.90771484375e-05	31
236	0.0	3.9311523437499986e-05	31
236	1.0	3.9873046874999985e-05	31
237	100000.0	8.9874267578125e-06	5
237	4.0	6.951293945312499e-06	5
237	0.1	6.40533447265625e-06	5
237	1.0	6.907043457031248e-06	5
237	0.0	6.861572265624998e-06	5
237	0.01	6.275634765624999e-06	5
238	0.1	1.2526855468749995e-05	9
238	1.0	1.0819091796874997e-05	9
238	100000.0	1.218505859375e-05	9
238	0.01	1.2011718749999997e-05	9
238	0.0	1.1739501953125e-05	9
239	0.0	5.455627441406249e-06	4
239	0.01	5.200805664062499e-06	4
239	0.1	7.940063476562499e-06	4
239	4.0	9.0740966796875e-06	4
239	100000.0	8.874511718750003e-06	4
239	1.0	8.846435546874999e-06	4
240	0.0	2.8687744140624993e-05	22
240	4.0	3.058837890625e-05	22
240	0.01	3.0279541015625e-05	22
240	100000.0	2.771484375e-05	22
240	1.0	2.997436523437499e-05	22
240	0.1	3.0462646484375e-05	22
241	100000.0	9.9932861328125e-06	4
241	1.0	1.9520263671875e-05	4
241	0.0	5.336303710937497e-06	4
241	0.1	5.258483886718749e-06	4
241	0.01	5.41015625e-06	4
241	4.0	1.957519531249999e-05	4
242	4.0	1.8649902343749993e-05	17
242	0.0	2.1624755859374993e-05	17
242	1.0	2.190185546875e-05	17
242	0.1	2.1453857421875e-05	17
242	0.01	1.9169921874999995e-05	17
242	100000.0	2.37109375e-05	17
243	0.0	1.7721557617187493e-05	14
243	1.0	1.7860107421874993e-05	14
243	0.1	1.7705078124999993e-05	14
243	0.01	1.7951049804687496e-05	14
243	100000.0	1.6532592773437493e-05	14
244	1.0	3.0989990234374985e-05	24
244	0.1	3.086547851562499e-05	24
244	100000.0	2.9771728515625006e-05	24
244	0.0	3.115234374999999e-05	24
244	0.01	3.12060546875e-05	24
245	100000.0	2.6853027343750008e-05	24
245	0.0	3.0529785156249985e-05	24
245	0.1	3.0438232421875e-05	24
245	4.0	2.992675781249999e-05	24
245	0.01	3.0643310546875e-05	24
245	1.0	3.0112304687499988e-05	24
246	0.01	2.31298828125e-05	18
246	1.0	2.1417236328125e-05	18
246	100000.0	2.02734375e-05	18
246	0.1	2.1959228515625e-05	18
246	0.0	2.322509765625e-05	18
247	0.01	2.561767578125e-05	21
247	1.0	2.6066894531249994e-05	21
247	100000.0	2.75537109375e-05	21
247	0.1	2.4913330078124992e-05	21
247	0.0	2.6414794921875e-05	21
248	0.1	8.674926757812497e-06	8
248	0.01	9.874877929687498e-06	8
248	1.0	1.0468750000000004e-05	8
248	100000.0	4.912414550781252e-06	8
248	0.0	1.0119018554687496e-05	8
249	0.1	2.28515625e-05	18
249	100000.0	2.1788330078124994e-05	18
249	0.0	2.297607421875e-05	18
249	1.0	2.3813476562499994e-05	18
249	0.01	2.2619628906249992e-05	18
250	1.0	1.0272827148437498e-05	7
250	0.0	9.76318359375e-06	7
250	0.1	9.938354492187497e-06	7
250	100000.0	9.328613281250004e-06	7
250	0.01	9.714355468749996e-06	7
251	1.0	1.6988525390625e-05	15
251	0.1	1.8505859375e-05	15
251	0.01	1.8123779296875e-05	15
251	100000.0	1.21685791015625e-05	15
251	0.0	1.9102783203125e-05	15
252	1.0	7.7984619140625e-06	10
252	0.0	1.3139648437499995e-05	10
252	0.01	8.085937500000001e-06	10
252	0.1	7.194213867187497e-06	10
252	100000.0	4.535293579101561e-07	10
253	0.0	1.6827392578124993e-05	13
253	0.01	1.6914062499999995e-05	13
253	100000.0	1.2070922851562497e-05	13
253	1.0	1.6282958984374998e-05	13
253	4.0	1.6582641601562492e-05	13
253	0.1	1.6030273437499992e-05	13
254	1.0	1.973144531249999e-05	16
254	0.0	2.0330810546875e-05	16
254	4.0	1.6855468749999998e-05	16
254	0.1	2.0518798828124995e-05	16
